web-scraper-order,web-scraper-start-url,linklistProduk,linklistProduk-href,LinkProduk,LinkProduk-href,NamaProduk,HargaPoduk,DeskripsiProduk
"1750671629-48","https://www.tokopedia.com/avoskinofficial/product","Hero Series","https://www.tokopedia.com/avoskinofficial/etalase/hero-series",">38%Cream Malam Avoskin Luminous Emulsion Night Cream 10gr-MencerahkanRp97.900Rp159.000Hemat s.d. 5% Pakai Bonus4.93rb+ terjual","https://www.tokopedia.com/avoskinofficial/cream-malam-avoskin-luminous-emulsion-night-cream-10gr-mencerahkan?extParam=src%3Dshop%26whid%3D2812268&aff_unique_id=&channel=others&chain_key=","Cream Malam Avoskin Luminous Emulsion Night Cream 10gr-Mencerahkan","Rp97.900","Luminous Emulsion Night Cream

Avoskin Luminous Emulsion Night Cream dengan kandungan minyak essensial dari Bunga Immortal, Alpukat, dan ET-VC yang bermanfaat untuk menjaga kelembapan dan kesehatan kulit di malam hari. Penggunaan produk ini secara rutin dapat membantu menyamarkan garis halus dan kerutan, mencerahkan kulit, serta menyamarkan noda hitam.

Dapat digunakan untuk semua jenis kulit dan bisa dipakai untuk usia mulai dari 15 tahun.

Cara Penggunaan:
- Setelah kulit bersih, aplikasikan Luminous Emulsion Night Cream sebagai moisturizer pada wajah dan leher secara merata. Untuk ekstra hidrasi, gunakan juga toner dan serum sebelum moisturizer.
- Pijat lembut kulit wajah menggunakan jari tangan hingga meresap sempurna.
- Gunakan setiap malam dan hindari kontak mata.
- Jangan lupa aplikasikan sunscreen favoritmu, untuk perlindungan di pagi hari.

Kandungan Utama:
Minyak Essensial Bunga Immortal, Ekstrak Alpukat, dan ET-VC

Bahan-bahan:
Aqua, Ethyl Ascorbic Acid, Ethylhexyl Olivate, Peg-4 Olivate, Cyclopentasiloxane, Peg-12 Dimethicone, Tocopherol, Acrylates / Acrylamide Copolymer, Phytosteryl / Octyldodecyl Lauroyl Glutamate, Mineral Oil, Triethanolamine, Carbomer, Helichrysum Italicum Flower Oil (Immortelle), Avocado (Persea Gratissima) Oil, Citrus Medica Limonum (Lemon) Peel Oil, Phenoxyethanol, Polysorbate 85."
"1750671632-49","https://www.tokopedia.com/avoskinofficial/product","Hero Series","https://www.tokopedia.com/avoskinofficial/etalase/hero-series",">59%Bar Soap Avoskin Naufa Pure Olive Oil 50gr-Sabun Kulit BerminyakRp16.000Rp39.000Hemat s.d. 5% Pakai Bonus4.96rb+ terjual","https://www.tokopedia.com/avoskinofficial/bar-soap-avoskin-naufa-pure-olive-oil-50gr-sabun-kulit-berminyak-1729382317087556620?extParam=src%3Dshop%26whid%3D2812268&aff_unique_id=&channel=others&chain_key=","Bar Soap Avoskin Naufa Pure Olive Oil 50gr-Sabun Kulit Berminyak - White, Unscented","Rp16.000","Avoskin X Naufa Skin Face Soap 50 gr
 
 
Facial Soap dari Avoskin yang berbentuk sabun batang. Produk ini memiliki kandungan utama Olive Oil, Goat Milk, dan Madu. Sabun wajah ini tidak hanya membersihkan dan membantu mengangkat sel kulit mati, namun juga merawat kulit berjerawat, membantu mengurangi minyak berlebih, membantu kulit tampak lebih cerah, menyamarkan noda bekas jerawat, menyeimbangkan pH kulit dan merawat kelembapan kulit. Kulit akan tampak lebih bersih, segar, dan lembut, dari waktu ke waktu.
 
 
Dapat digunakan untuk semua jenis kulit dan bisa dipakai untuk usia mulai dari 15 tahun.
 
 
Cara Penggunaan:
- Basahi wajah dan leher dengan air bersih.
- Usapkan sabun ke telapak tangan, dan basahi dengan air hinga berbusa.
- Aplikasikan ke seluruh wajah dengan pijatan ringan.
- Bilas hingga bersih dan hindari kontak mata.
 
 
Kandungan utama:
Olive Oil, Goat Milk, dan Madu.
 
 
Bahan-bahan:
Coconut (Cocos Nucifera) Oil, Aqua, Glycerin, Sodium Hidroxyde, Sodium chloride, Glycerin, Stearic Acid, Honey (Mel), Goat's Milk Powder, Olive (Olea Europaea) Oil, Pachyrrhizus erosus root extract, Fragrance (Parfum) Components and Finished Fragrances

Nomor BPOM : NA18171201611"
"1750671635-50","https://www.tokopedia.com/avoskinofficial/product","Hero Series","https://www.tokopedia.com/avoskinofficial/etalase/hero-series",">38%Cream Malam Avoskin Luminous Emulsion Night Cream 10gr-MencerahkanRp98.000Rp159.000Hemat s.d. 5% Pakai Bonus4.97rb+ terjual","https://www.tokopedia.com/avoskinofficial/cream-malam-avoskin-luminous-emulsion-night-cream-10gr-mencerahkan-1729432251638777868?extParam=src%3Dshop%26whid%3D2812268&aff_unique_id=&channel=others&chain_key=","Cream Malam Avoskin Luminous Emulsion Night Cream 10gr-Mencerahkan - 10gr","Rp98.000","Avoskin Luminous Emulsion Night Cream 10gr
 
 
Avoskin Luminous Emulsion Night Cream dengan kandungan minyak essensial dari Bunga Immortal, Alpukat, dan ET-VC yang bermanfaat untuk menjaga kelembapan dan kesehatan kulit di malam hari. Penggunaan produk ini secara rutin dapat membantu menyamarkan garis halus dan kerutan, mencerahkan kulit, serta menyamarkan noda hitam.
 
 
Dapat digunakan untuk semua jenis kulit dan bisa dipakai untuk usia mulai dari 15 tahun.
 
 
Cara Penggunaan:
- Setelah kulit bersih, aplikasikan Luminous Emulsion Night Cream sebagai moisturizer pada wajah dan leher secara merata. Untuk ekstra hidrasi, gunakan juga toner dan serum sebelum moisturizer.
- Pijat lembut kulit wajah menggunakan jari tangan hingga meresap sempurna.
- Gunakan setiap malam dan hindari kontak mata.
- Jangan lupa aplikasikan sunscreen favoritmu, untuk perlindungan di pagi hari.
 
 
Kandungan utama:
Minyak Essensial Bunga Immortal, Ekstrak Alpukat, dan ET-VC
 
 
Bahan-bahan:
Aqua, Ethyl Ascorbic Acid, Ethylhexyl Olivate, Peg-4 Olivate, Cyclopentasiloxane, Peg-12 Dimethicone, Tocopherol, Acrylates / Acrylamide Copolymer, Phytosteryl / Octyldodecyl Lauroyl Glutamate, Mineral Oil, Triethanolamine, Carbomer, Helichrysum Italicum Flower Oil (Immortelle), Avocado (Persea Gratissima) Oil, Citrus Medica Limonum (Lemon) Peel Oil, Phenoxyethanol, Polysorbate 85.

Nomor BPOM : NA18170103085"
"1750671637-51","https://www.tokopedia.com/avoskinofficial/product","Hero Series","https://www.tokopedia.com/avoskinofficial/etalase/hero-series",">44%Toner Avoskin Perfect Hydrating Treatment Essence 100ml-Valentine EditionRp190.000Rp339.000Hemat s.d. 5% Pakai Bonus4.92rb+ terjual","https://www.tokopedia.com/avoskinofficial/toner-avoskin-perfect-hydrating-treatment-essence-100ml-valentine-edition-1729451290856687628?extParam=src%3Dshop%26whid%3D2812268&aff_unique_id=&channel=others&chain_key=","Toner Avoskin Perfect Hydrating Treatment Essence 100ml-Valentine Edition - 100ml","Rp190.000","Avoskin Perfect Hydrating Treatment Essence 100ml
 
Perfect Hydrating Treatment Essence adalah produk unggulan Avoskin yang terlaris hingga saat ini.  Produk ini berfungsi untuk menjaga kesegaran dan kelembapan kulit. Diperkaya dengan ascorbic acid/ETVC, ekstrak chamomile, carrot oil dan rosehip oil, rasakan sensasi menyejukkan yang mampu membuat kulit terasa lebih lembut dan kenyal, cerah alami, dengan pori-pori wajah yang kian mengecil dari hari ke hari dengan pemakaian rutin.
Avoskin Perfect Hydrating Treatment Essence bisa digunakan mulai dari usia 14 tahun.
 
Cara pemakaian: Tuang essence ke telapak tanganmu. Lalu, aplikasikan ke seluruh wajah dan leher hingga terserap sempurna. Gunakan setiap pagi dan malam setelah mencuci wajah dan sebelum menggunakan produk lain sebagai rutinitas perawatan kulit Anda.
 
Bahan-bahan: Aqua, Ethyl Ascorbic Acid, Propylene Glycol, Glycerin, Chamomile (Anthemis Nobilis) Extract, Carrot (Carota Sativa) Oil, Rosa Canina Fruit Oil(Rosehip), Carborner, Triethanolamine, Alcohol"
"1750671640-52","https://www.tokopedia.com/avoskinofficial/product","Hero Series","https://www.tokopedia.com/avoskinofficial/etalase/hero-series",">44%Avoskin Perfect Hydrating Treatment Essence Holiday Red Edition 100mlRp190.000Rp339.000Hemat s.d. 5% Pakai Bonus5.02rb+ terjual","https://www.tokopedia.com/avoskinofficial/avoskin-perfect-hydrating-treatment-essence-holiday-red-edition-100ml-1729560592295757836?extParam=src%3Dshop%26whid%3D2812268&aff_unique_id=&channel=others&chain_key=","Avoskin Perfect Hydrating Treatment Essence Holiday Red Edition 100ml - 100ml","Rp190.000","Perfect Hydrating Treatment Essence Holiday Red Edition (100 ml)
 
 
Avoskin Perfect Hydrating Treatment Essence hadir dengan formula andalan yaitu Chamomile oil dan ET-VC. Kedua kandungan tersebut bermanfaat untuk melembapkan kulit, menjaga elastisitas kulit, membantu kulit agar tampak lebih cerah, merawat kulit berjerawat, membantu menenangkan kulit, sebagai antioksidan, dan menyiapkan kulit untuk menyerap skincare berikutnya agar dapat bekerja lebih maksimal. Produk ini merupakan salah satu produk Avoskin yang minimal ingredients dan mengandung fatty alcohol. Kandungan alcohol jenis fatty ini berfungsi sebagai carrying agent yang membantu penyerapan kandungan lainnya serta efektif untuk melembutkan kulit.
 
 
Dapat digunakan untuk semua jenis kulit dan bisa dipakai untuk usia mulai dari 15 tahun.
 
 
Cara Penggunaan:
- Tuangkan sedikit Perfect Hydrating Treatment Essence ke telapak tangan.
- Usap dan tepuk-tepuk secara merata ke seluruh wajah hingga meresap dengan sempurna.
- Gunakan setiap pagi dan malam setelah mencuci wajah atau setelah menggunakan toner.
- Untuk ekstra hidrasi, gunakan juga serum dan moisturizer yang sesuai kebutuhan dan jenis kulitmu.
- Akhiri dengan sunscreen, untuk perlindungan di pagi hari.
- Perfect Hydrating Treatment Essence juga bisa digunakan sebagai pelembap atau primer sebelum bermakeup.
 
 
Kandungan utama:
Chamomile oil dan ET-VC
 
 
Bahan-bahan:
Aqua, Ethyl Ascorbic Acid, Propylene Glycol, Glycerin, Chamomile (Anthemis Nobilis) Extract, Carrot (Carota Sativa) Oil, Rosa Canina (Rosehip) Oil, Carbomer, Triethanolamine, Alcohol."
"1750671645-53","https://www.tokopedia.com/avoskinofficial/product","Your Skin Bae Series","https://www.tokopedia.com/avoskinofficial/etalase/your-skin-bae-series",">44%Moisturizer Avoskin Your Skin Bae GCT Polypeptide 15ml-Anti AgingRp83.000Rp149.000Hemat s.d. 5% Pakai Bonus4.92rb+ terjual","https://www.tokopedia.com/avoskinofficial/moisturizer-avoskin-your-skin-bae-gct-polypeptide-15ml-anti-aging-1729427971169749004?extParam=whid%3D2812268%26src%3Dshop&aff_unique_id=&channel=others&chain_key=","Moisturizer Avoskin Your Skin Bae GCT Polypeptide 15ml-Anti Aging - Mositurizer","Rp83.000","Avoskin Your Skin Bae Glow Concentrate Treatment Polypeptide + Multi Probiome + Acetyl Glucosamine + Red Algae 15 ml
 
 
Glow Concentrate Treatment kini hadir juga dalam ukuran mini size yang mempermudah Sahabat AVO untuk menggunakannya di mana dan kapan saja. Produk ini merupakan moisturizer water based dengan tekstur gel ringan dan mudah menyerap. Selain menjaga kelembapan kulit wajah, moisturizer ini mengandung Polypeptide yang efektif untuk membantu menyamarkan garis halus dan kerutan, serta membuat permukaan kulit tampak lebih halus. Dipadukan dengan Acetyl Glucosamine, salah satu asam amino yang juga terdapat secara alami pada kulit yang berperan untuk membantu menjaga kesehatan dan tekstur kulit. Dilengkapi dengan kandungan ekstrak Red Algae yang memiliki sifat film-forming pada permukaan kulit sehingga dapat membantu menjaga kelembapan kulit sekaligus membuat kulit tampak lebih halus dan sehat.
 
 
Dapat digunakan untuk semua jenis kulit dan bisa dipakai untuk usia mulai dari 15 tahun.
 
 
Cara Penggunaan:
- Setelah mencuci muka, menggunakan essence/toner, dan serum favoritmu, lanjut gunakan glow concentrate treatment untuk memberikan hidrasi ekstra.
- Untuk perlindungan kulit, akhiri rutinitas skincare pagi dengan sunscreen.
- Moisturizer ini bisa digunakan di pagi dan malam hari.
 
 
Kandungan utama:
Polypeptide, Multi Probiome, Acetyl Glucosamine, dan Red Algae
 
 
Bahan-bahan:
Water, Glycerin, Propanediol, 1,2-Hexanediol, Pentylene Glycol, Dicaprylyl Carbonate, Butylene Glycol, Glyceryl Acrylate/Acrylic Acid Copolymer, Acetyl Glucosamine, Leuconostoc/Radish Root Ferment Filtrate, Lactobacillus/Soybean Ferment Extract, Lactobacillus Ferment, Lactobacillus/Acerola Cherry Ferment, Lactococcus Ferment, Bifida Ferment Filtrate, Lactococcus Ferment Lysate, Lactobacillus/Punica Granatum Fruit Ferment Extract, Lactobacillus Ferment Lysate, Hydroxyethyl Acrylate/Sodium Acryloyldimethyl Taurate Copolymer, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Tromethamine, Glucose, Chlorella Vulgaris Extract, Chondrus Crispus Extract, Sodium Polyglutamate, Fructose, Fructooligosaccharides, Saccharum Officinarum (Sugarcane) Extract, Ethylhexylglycerin, Dipeptide Diaminobutyroyl Benzylamide Diacetate, Sodium Phytate, Tocopherol, Copper Tripeptide-1, Acetyl Hexapeptide-8.

NOMOR BPOM : NA18210108700"
"1750671648-54","https://www.tokopedia.com/avoskinofficial/product","Your Skin Bae Series","https://www.tokopedia.com/avoskinofficial/etalase/your-skin-bae-series",">29%Serum Avoskin Your Skin Bae Tea Tree 30ml-Untuk Kulit BerjerawatRp106.000Rp149.000Hemat s.d. 5% Pakai Bonus4.93rb+ terjual","https://www.tokopedia.com/avoskinofficial/serum-avoskin-your-skin-bae-tea-tree-30ml-untuk-kulit-berjerawat-1729545126145525772?extParam=whid%3D2812268%26src%3Dshop&aff_unique_id=&channel=others&chain_key=","Serum Avoskin Your Skin Bae Tea Tree 30ml-Untuk Kulit Berjerawat - 30ML","Rp106.000","Avoskin Your Skin Bae Serum Tea Tree + Witch Hazel + Glycolic Acid + Rosemary 30 ml
 
 
Serum dari Your Skin Bae Series yang bisa menjadi pilihan untuk merawat kulit berjerawat. Hadir dengan kandungan utama Tea Tree yang dipadukan dengan Witch Hazel, Glycolic Acid, dan Rosemary Extract. Serum ini dapat membantu merawat kulit berjerawat dan mengurangi tampilan minyak berlebih. Kandungan utamanya yaitu Tea Tree yang membantu melawan bakteri penyebab jerawat. Serta, kandungan Rosemary Extract membantu merawat elastisitas kulit, menjaga kelembapan kulit, dan dapat menenangkan kulit yang teriritasi ringan.
 
 
- Dapat digunakan usia mulai dari 15 tahun.
- Dapat digunakan untuk semua jenis kulit terutama kulit berjerawat dan berminyak.
- Dapat digunakan untuk ibu hamil dan menyusui. Konsultasikan ke dokter terkait jika terdapat keraguan.
 
 
Cara Penggunaan:
- Setelah mencuci muka dan memakai toner/essence, oleskan beberapa tetes serum ke wajah dan pijat perlahan.
- Gunakan moisturizer untuk memberikan hidrasi ekstra.
- Untuk perlindungan kulit, akhiri rutinitas skincare pagi dengan sunscreen.
 
 
Note:
- Serum ini bisa digunakan di pagi atau malam hari, namun untuk pemula bisa digunakan pada malam hari saja atau disesuaikan dengan kebutuhan kulit.
- Penyimpanan produk disarankan pada suhu ruang dan hindari paparan sinar matahari langsung.
 
 
Kandungan utama:
Tea Tree, Witch Hazel, Glycolic Acid, dan Ekstrak Rosemary
 
 
Bahan-bahan:
Aqua, Propylene Glycol, Glycerin, Niacinamide (2%), Xanthan Gum, Phenoxyethanol, Glycolic Acid (0.5%), Rosmarinus Officinalis Extract, Melaleuca Alternifolia Leaf Extract, Hamamelis Virginiana Leaf Extract (0.3%), Butylene Glycol, Chlorphenesin, Sodium Bisulfite, Tetrasodium EDTA, Biosaccharide Gum-1, 1,2-Hexanediol, Sodium Hydroxide."
"1750671651-55","https://www.tokopedia.com/avoskinofficial/product","Your Skin Bae Series","https://www.tokopedia.com/avoskinofficial/etalase/your-skin-bae-series",">36%YSB Hybrid Elixir Super Slick Tinted Melting Balm SPF 20 (3 gr)Rp70.000Rp109.000Hemat s.d. 5% Pakai Bonus4.8250+ terjual","https://www.tokopedia.com/avoskinofficial/ysb-hybrid-elixir-super-slick-tinted-melting-balm-spf-20-3-gr-1729790086258787340?extParam=src%3Dshop%26whid%3D2812268&aff_unique_id=&channel=others&chain_key=","YSB Hybrid Elixir Super Slick Tinted Melting Balm SPF 20 (3 gr) - Rana","Rp70.000","Lip balm dari Avoskin dengan melted-buttery balm texture serta warna brick orange color with brownish tint yang menawan. Mengandung bahan alami asli Indonesia yang berasal dari Kalimantan Barat yaitu Illipe (Shorea Stenoptera Seed) Butter dan Moringa Oil dari Madura, yang dapat membantu untuk melembutkan bibir dan menyamarkan kerutan di bibir. Selain itu, mengandung Bisabolol yang membantu menyejukkan bibir, Tocopheryl Acetate (Vitamin E) sebagai antioksidan, Sodium Hyaluronate yang membantu melembapkan bibir, serta Natural Oils Combination yang membantu menutrisi dan menghidrasi bibir. Dilengkapi juga dengan UV Filter dengan SPF 20 yang membantu melindungi bibir dari paparan sinar matahari. - Dapat digunakan usia mulai dari 15 tahun. 
- Dapat digunakan untuk semua jenis kulit.
- Dapat digunakan untuk ibu hamil dan menyusui. Konsultasikan ke dokter terkait jika terdapat keraguan.

Cara Penggunaan:
Oleskan ke bibir yang bersih. 
Dapat digunakan sesering mungkin untuk menjaga kelembapan bibir

Illipe (Shorea Stenoptera Seed) Butter, Moringa Oil dari Madura, Bisabolol, Tocopheryl Acetate (Vitamin E), Sodium Hyaluronate, Natural Oils Combination, dan SPF 20. 

Bahan-bahan: 
Polyisobutene, Beeswax, Ricinus Communis Seed Oil, Hydrogenated Microcrystalline Wax, Homosalate, Stearyl Dimethicone, Ethylhexyl Methoxycinnamate, C26-28 Alkyl Dimethicone, Diisostearyl Malate, Polyethylene, Ethylhexyl Salicylate, Flavor, Aluminum Hydroxide, Polyester-7, Shorea Stenoptera Seed Butter, Octyldodecanol, Hydrogenated Polyisobutene, Neopentyl Glycol Diheptanoate, Water, Phenoxyethanol, Petrolatum, Ascorbyl Tetraisopalmitate, Helianthus Annuus Seed Oil, Isohexadecane, Isopropyl Myristate, BHT, Persea Gratissima (Avocado) Oil, Cocos Nucifera Oil, Tocopheryl Acetate, Moringa Oleifera (Moringa) Seed Oil, Sodium Sulfate, Sodium Chloride, Bisabolol, Ethylene/Propylene/Styrene Copolymer, Butylene/Ethylene/Styrene Copolymer, Sodium Hyaluronate, Xanthan Gum, Tripeptide-1, CI 15985:1, CI 77491, CI 77891, CI 77499, CI 15850.

NO BPOM 
RANA : NA18231303199
RUBY : NA18231303183"
"1750671653-56","https://www.tokopedia.com/avoskinofficial/product","Your Skin Bae Series","https://www.tokopedia.com/avoskinofficial/etalase/your-skin-bae-series",">26%Paket Skincare Duo Tinted Lip Balm (2 pcs) - Tinted Balm Ruby + Tinted Balm RanaRp160.900Rp218.000Hemat s.d. 5% Pakai Bonus5.0100+ terjual","https://www.tokopedia.com/avoskinofficial/paket-skincare-duo-tinted-lip-balm-2-pcs-tinted-balm-ruby-tinted-balm-rana?extParam=src%3Dshop%26whid%3D2812268&aff_unique_id=&channel=others&chain_key=","Paket Skincare Duo Tinted Lip Balm (2 pcs) - Tinted Balm Ruby + Tinted Balm Rana","Rp160.900","YSB Hybrid Elixir Super Slick Tinted Melting Balm SPF 20 Rana (3 gr)
Lip balm dari Avoskin dengan melted-buttery balm texture serta warna brick orange color with brownish tint yang menawan. Mengandung bahan alami asli Indonesia yang berasal dari Kalimantan Barat yaitu Illipe (Shorea Stenoptera Seed) Butter dan Moringa Oil dari Madura, yang dapat membantu untuk melembutkan bibir dan menyamarkan kerutan di bibir. Selain itu, mengandung Bisabolol yang membantu menyejukkan bibir, Tocopheryl Acetate (Vitamin E) sebagai antioksidan, Sodium Hyaluronate yang membantu melembapkan bibir, serta Natural Oils Combination yang membantu menutrisi dan menghidrasi bibir. Dilengkapi juga dengan UV Filter dengan SPF 20 yang membantu melindungi bibir dari paparan sinar matahari. 

YSB Hybrid Elixir Super Slick Tinted Melting Balm SPF 20 Ruby (3 gr)
Lip balm dari Avoskin dengan melted-buttery balm texture serta warna deep red wine color with pinkish tint yang menawan. Mengandung bahan alami asli Indonesia yang berasal dari Kalimantan Barat yaitu Illipe (Shorea Stenoptera Seed) Butter dan Moringa Oil dari Madura, yang dapat membantu untuk melembutkan bibir dan menyamarkan kerutan di bibir. Selain itu, mengandung Bisabolol yang membantu menyejukkan bibir, Tocopheryl Acetate (Vitamin E) sebagai antioksidan, Sodium Hyaluronate yang membantu melembapkan bibir, serta Natural Oils Combination yang membantu menutrisi dan menghidrasi bibir. Dilengkapi juga dengan UV Filter dengan SPF 20 yang membantu melindungi bibir dari paparan sinar matahari."
"1750671661-57","https://www.tokopedia.com/avoskinofficial/product","Sunscreen","https://www.tokopedia.com/avoskinofficial/etalase/sunscreen",">30%Sunscreen Avoskin The Great Shield SPF 50 PA++++ 30ml-Kulit Berminyak wajah muka Facial SunblockRp133.000Rp189.000Hemat s.d. 5% Pakai Bonus4.910rb+ terjual","https://www.tokopedia.com/avoskinofficial/sunscreen-avoskin-the-great-shield-spf-50-pa-30ml-kulit-berminyak-wajah-muka-facial-sunblock-1729385961701606412?extParam=whid%3D2812268%26src%3Dshop&aff_unique_id=&channel=others&chain_key=","Sunscreen Avoskin The Great Shield SPF 50 PA++++ 30ml-Kulit Berminyak wajah muka Facial Sunblock - SPF 50 PA++++","Rp133.000","Avoskin The Great Shield Sun-Essence SPF 50 PA ++++ 30ml
 
 
The Great Shield Sunscreen dengan SPF 50 PA++++ New Formula merupakan waterbased sunscreen yang bertekstur ringan dengan tampilan hasil akhir yang matte dan minimal whitecast. Chemical sunscreen ini hadir dengan kandungan utama yaitu Allantoin, Chamomile Flower Extract, Sodium Hyaluronate (HA), 3-O-Ethyl Ascorbic Acid, dan Silica for sebum/oil reducer yang berfungsi untuk melindungi kulit dari paparan sinar UVA dan UVB, membantu menenangkan kulit, membantu mencegah tampilan penuaan dini, menyamarkan tampilan pori-pori, serta merawat elastisitas kulit agar tampak lebih sehat.
 
 
Dapat digunakan untuk semua jenis kulit dan bisa dipakai untuk usia mulai dari 15 tahun. (Ibu Hamil dan Menyusui harap berkonsultasi terlebih dahulu dengan ahli)
 
 
Cara Penggunaan:
- Gunakan secara merata pada wajah sebanyak 2 jari di pagi hari pada step terakhir skincare sebelum beraktivitas
- Reapply setiap 4 jam sekali untuk proteksi yang optimal
 
 
Sunscreen Agents:
- Diethylamino Hydroxybenzoyl Hexyl Benzoate
- Ethylhexyl Triazone
- Polysilicone-15
- Bis-Ethylhexyloxyphenol Methoxyphenyl Triazine
- Terephthalylidene Dicamphor Sulfonic Acid
 
 
Bahan-bahan:
Water, Butyloctyl Salicylate, Diethylamino Hydroxybenzoyl Hexyl Benzoate, Nylon-12, Dibutyl Adipate, Phenethyl Benzoate, Ethylhexyl Triazone, Polysilicone-15, Bis-Ethylhexyloxyphenol Methoxyphenyl Triazine, Silica, Polyglyceryl-6 Stearate, Terephthalylidene Dicamphor Sulfonic Acid, 1,2-Hexanediol, C20-22 Alkyl Phosphate, Tromethamine, Caprylic/Capric Triglyceride, C20-22 Alcohols, Hydroxyacetophenone, Sodium Polyacryloyldimethyl Taurate, Polyacrylate Crosspolymer-6, Hydrogenated C6-20 Polyolefin, Butylene Glycol, PVP, Polyglyceryl-6 Behenate, Sodium Hyaluronate, 3-O-Ethyl Ascorbic Acid, Allantoin, HDI/Trimethylol Hexyllactone Crosspolymer, Anthemis Nobilis Flower Extract, t-Butyl Alcohol."
"1750671666-58","https://www.tokopedia.com/avoskinofficial/product","Moisturizer","https://www.tokopedia.com/avoskinofficial/etalase/moisturizer",">38%Cream Pagi Avoskin Intensive Divine Day Cream 10gr-Kulit Tampak CerahRp98.000Rp159.000Hemat s.d. 5% Pakai Bonus4.94rb+ terjual","https://www.tokopedia.com/avoskinofficial/cream-pagi-avoskin-intensive-divine-day-cream-10gr-kulit-tampak-cerah-1729382317084345356?extParam=whid%3D2812268%26src%3Dshop&aff_unique_id=&channel=others&chain_key=","Cream Pagi Avoskin Intensive Divine Day Cream 10gr-Kulit Tampak Cerah - White","Rp98.000","Avoskin Intensive Divine Day Cream 10gr
 
 
Avoskin Intensive Divine Day Cream hadir dengan formula terbaik dari Marigold Essential Oil, Almond Oil, ET-VC, Calendula, dan Ekstrak Apel. Perpaduan kandungan tersebut berfungsi untuk merawat kulit tetap lembap dan sehat, membantu kulit agar tampak lebih cerah dari waktu ke waktu, dan mengandung antioksidan.
 
 
Dapat digunakan untuk semua jenis kulit dan bisa dipakai untuk usia mulai dari 15 tahun.
 
 
Cara Penggunaan:
- Setelah kulit bersih, aplikasikan Intensive Divine Day Cream sebagai moisturizer pada wajah dan leher secara merata. Untuk ekstra hidrasi, gunakan juga toner dan serum sebelum moisturizer.
- Pijat lembut kulit wajah menggunakan jari tangan hingga meresap sempurna.
- Gunakan setiap pagi dan hindari kontak mata.
- Jangan lupa aplikasikan sunscreen favoritmu, untuk perlindungan di pagi hari.
 
 
Kandungan utama:
Marigold Essential Oil, Almond Oil, ET-VC, Calendula, dan Ekstrak Apel
 
 
Bahan-bahan:
Aqua, Ethylhexyl Olivate, Peg-4 Olivate, Ethyl Ascorbic Acid, Tocopherol, Cyclopentasiloxane, Peg-12 Dimethicone, Octyl Methoxycinnamate, Acrylates / Acrylamide Copolymer, Phytosteryl/ Octyldodecyl Lauroyl Glutamate, Mineral Oil, Triethanolamine, Carbomer, Apple (Pyrus Malus) Extract, Phenoxyethanol, Sweet Almond (Prunus Amygdalus Dulcis) Oil, Calendula Officinalis Oil (Marigold), Polysorbate 85.

Nomor BPOM : NA18170103086"
"1750671669-59","https://www.tokopedia.com/avoskinofficial/product","Moisturizer","https://www.tokopedia.com/avoskinofficial/etalase/moisturizer",">38%Cream Malam Avoskin Luminous Emulsion Night Cream 10gr-MencerahkanRp97.900Rp159.000Hemat s.d. 5% Pakai Bonus4.93rb+ terjual","https://www.tokopedia.com/avoskinofficial/cream-malam-avoskin-luminous-emulsion-night-cream-10gr-mencerahkan?extParam=whid%3D2812268%26src%3Dshop&aff_unique_id=&channel=others&chain_key=","Cream Malam Avoskin Luminous Emulsion Night Cream 10gr-Mencerahkan","Rp97.900","Luminous Emulsion Night Cream

Avoskin Luminous Emulsion Night Cream dengan kandungan minyak essensial dari Bunga Immortal, Alpukat, dan ET-VC yang bermanfaat untuk menjaga kelembapan dan kesehatan kulit di malam hari. Penggunaan produk ini secara rutin dapat membantu menyamarkan garis halus dan kerutan, mencerahkan kulit, serta menyamarkan noda hitam.

Dapat digunakan untuk semua jenis kulit dan bisa dipakai untuk usia mulai dari 15 tahun.

Cara Penggunaan:
- Setelah kulit bersih, aplikasikan Luminous Emulsion Night Cream sebagai moisturizer pada wajah dan leher secara merata. Untuk ekstra hidrasi, gunakan juga toner dan serum sebelum moisturizer.
- Pijat lembut kulit wajah menggunakan jari tangan hingga meresap sempurna.
- Gunakan setiap malam dan hindari kontak mata.
- Jangan lupa aplikasikan sunscreen favoritmu, untuk perlindungan di pagi hari.

Kandungan Utama:
Minyak Essensial Bunga Immortal, Ekstrak Alpukat, dan ET-VC

Bahan-bahan:
Aqua, Ethyl Ascorbic Acid, Ethylhexyl Olivate, Peg-4 Olivate, Cyclopentasiloxane, Peg-12 Dimethicone, Tocopherol, Acrylates / Acrylamide Copolymer, Phytosteryl / Octyldodecyl Lauroyl Glutamate, Mineral Oil, Triethanolamine, Carbomer, Helichrysum Italicum Flower Oil (Immortelle), Avocado (Persea Gratissima) Oil, Citrus Medica Limonum (Lemon) Peel Oil, Phenoxyethanol, Polysorbate 85."
